Algorithm,TestFile,FileSizeBytes,FileSizeMB,ChunkSize,CompressionRatio,CompThroughputGBs,DecompThroughputGBs,CompTimeMs,DecompTimeMs,TransferH2DMs,TransferD2HMs,TotalTimeMs,AvgChunkTimeMs,CompThroughputStdDev,DecompThroughputStdDev,CompTimeStdDevMs,DecompTimeStdDevMs,NodeName,GPU,GPUArch,EnvLabel,Iterations,Warmup,Timestamp,Mode,ZfpParam,AllocMs,MemcpyH2HMs,PeakPinnedBytes,AdaptiveWindowBytes,AdaptiveNumWindows,MaxAbsDiff,RMSE,PSNR,MaxRelErr,AmplitudeRange,Campaign
zfp,small_TTI_10.bin,10485760,10.0,65536,2.00,8.89,11.54,1.180,0.909,6.451,0.000,7.631,1.179909,0.4048,1.0226,0.0538,0.0752,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,rate,16,,,,,,6.4471e-07,2.6130e-08,114.80,4.4886e-05,1.4363e-02,larochette_FULL_20260526_055836
zfp,small_TTI_10.bin,10485760,10.0,65536,1.33,7.68,9.71,1.365,1.080,6.752,0.000,8.117,1.364728,0.1977,0.5282,0.0355,0.0572,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,rate,24,,,,,,1.9718e-09,1.0359e-10,162.84,1.3728e-07,1.4363e-02,larochette_FULL_20260526_055836
zfp,small_TTI_10.bin,10485760,10.0,65536,8.00,10.70,14.94,0.980,0.702,7.162,0.000,8.142,0.979987,2.1047,2.5965,0.1393,0.0876,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,rate,4,,,,,,1.9736e-03,9.0104e-05,44.05,1.3741e-01,1.4363e-02,larochette_FULL_20260526_055836
zfp,small_TTI_10.bin,10485760,10.0,65536,4.00,9.44,12.69,1.111,0.826,6.639,0.000,7.750,1.110900,1.3780,1.9076,0.1316,0.0964,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,rate,8,,,,,,1.4276e-04,6.6709e-06,66.66,9.9394e-03,1.4363e-02,larochette_FULL_20260526_055836
cascaded,large_TTI_1024.bin,1073741824,1024.0,65536,1.02,35.38,234.46,30.352,4.580,38.542,37.718,106.613,0.001853,0.0191,18.2574,0.0164,0.5855,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,7.994,87.390,67108864,67108864,16,,,,,,larochette_FULL_20260526_055836
cascaded,large_TTI_1024.bin,1073741824,1024.0,65536,1.02,35.37,238.25,30.361,4.507,210.826,206.320,447.507,0.001853,0.0198,1.5246,0.0170,0.0286,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
cascaded,large_TTI_1024.bin,1073741824,1024.0,65536,1.02,35.37,238.10,30.356,4.510,38.363,37.543,106.261,0.001853,0.0214,1.0594,0.0184,0.0199,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,168.947,117.049,1073741824,0,0,,,,,,larochette_FULL_20260526_055836
lz4,large_TTI_1024.bin,1073741824,1024.0,65536,1.03,2.40,125.76,447.666,8.538,38.538,37.255,523.459,0.027323,0.0091,0.9796,1.7048,0.0664,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,7.768,83.593,67108864,67108864,16,,,,,,larochette_FULL_20260526_055836
lz4,large_TTI_1024.bin,1073741824,1024.0,65536,1.03,2.40,125.38,447.928,8.564,235.332,227.501,910.760,0.027339,0.0078,0.9359,1.4594,0.0637,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
lz4,large_TTI_1024.bin,1073741824,1024.0,65536,1.03,2.40,125.52,447.920,8.554,38.360,37.083,523.364,0.027339,0.0060,0.9176,1.1315,0.0626,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,165.225,115.176,1073741824,0,0,,,,,,larochette_FULL_20260526_055836
snappy,large_TTI_1024.bin,1073741824,1024.0,65536,1.03,26.17,106.12,41.022,10.118,38.539,37.377,116.939,0.002504,0.2485,0.7384,0.4068,0.0710,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,8.199,91.833,67108864,67108864,16,,,,,,larochette_FULL_20260526_055836
snappy,large_TTI_1024.bin,1073741824,1024.0,65536,1.03,26.27,104.83,40.876,10.243,212.350,205.947,459.173,0.002495,0.0683,0.3932,0.1064,0.0380,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
snappy,large_TTI_1024.bin,1073741824,1024.0,65536,1.03,26.20,104.94,40.990,10.232,38.364,37.207,116.561,0.002502,0.2392,0.3430,0.3907,0.0333,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,167.757,117.692,1073741824,0,0,,,,,,larochette_FULL_20260526_055836
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,1.15,12.21,17.23,87.910,62.307,203.226,0.000,291.136,87.909794,1.9921,4.7953,18.8311,27.2839,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,acc,1e12,,,,,,2.9104e-10,1.7852e-11,179.81,1.6655e-08,1.7475e-02,larochette_FULL_20260526_055836
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,5.34,19.39,59.59,55.381,18.019,224.613,0.000,279.994,55.380544,5.2938,11.8051,22.4624,10.7600,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,acc,1e3,,,,,,3.5624e-04,3.6491e-05,53.60,2.0386e-02,1.7475e-02,larochette_FULL_20260526_055836
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,3.26,15.50,41.51,69.260,25.867,205.086,0.000,274.345,69.259761,3.4434,8.8628,22.9414,13.6667,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,acc,1e4,,,,,,1.9809e-05,2.5830e-06,76.61,1.1336e-03,1.7475e-02,larochette_FULL_20260526_055836
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,2.50,15.40,39.69,69.744,27.055,210.307,0.000,280.051,69.743985,3.3156,3.7430,24.3130,3.1529,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,acc,1e5,,,,,,2.4941e-06,3.3025e-07,94.47,1.4272e-04,1.7475e-02,larochette_FULL_20260526_055836
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,2.03,15.61,30.52,68.788,35.176,110.909,0.000,179.698,68.788255,3.5804,6.3991,19.2653,13.3086,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,acc,1e6,,,,,,3.0037e-07,4.1363e-08,112.52,1.7188e-05,1.7475e-02,larochette_FULL_20260526_055836
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,1.25,12.78,20.36,83.991,52.740,230.330,0.000,314.321,83.990810,2.6031,3.7917,28.0756,16.2591,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,acc,1e9,,,,,,4.6566e-10,4.4564e-11,171.87,2.6647e-08,1.7475e-02,larochette_FULL_20260526_055836
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,2.66,18.00,37.08,59.647,28.954,214.524,0.000,274.171,59.647011,3.2922,10.0600,14.6271,22.3469,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,prec,16,,,,,,1.2473e-05,8.2070e-07,86.56,7.1378e-04,1.7475e-02,larochette_FULL_20260526_055836
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,1.60,12.93,22.54,83.031,47.638,195.676,0.000,278.707,83.031350,3.5178,7.7092,33.4863,28.5571,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,prec,24,,,,,,4.4471e-08,3.2266e-09,134.67,2.5448e-06,1.7475e-02,larochette_FULL_20260526_055836
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,7.30,23.93,93.24,44.865,11.515,301.533,0.000,346.398,44.865112,7.1533,2.8772,20.1446,0.4037,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,prec,8,,,,,,3.6545e-03,1.5359e-04,41.12,2.0913e-01,1.7475e-02,larochette_FULL_20260526_055836
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,2.00,29.84,29.27,35.984,36.685,282.441,0.000,318.425,35.983918,6.4785,5.7281,22.8610,11.0022,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,rate,16,,,,,,9.4068e-07,3.2154e-08,114.70,5.3830e-05,1.7475e-02,larochette_FULL_20260526_055836
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,1.33,22.32,19.92,48.102,53.901,131.610,0.000,179.712,48.102151,4.3808,4.8331,17.1636,24.4360,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,rate,24,,,,,,3.6822e-09,1.2807e-10,162.70,2.1071e-07,1.7475e-02,larochette_FULL_20260526_055836
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,8.00,85.37,62.57,12.578,17.161,250.409,0.000,262.986,12.577527,12.9009,18.7912,6.3473,21.0670,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,rate,4,,,,,,3.3526e-03,1.0785e-04,44.19,1.9185e-01,1.7475e-02,larochette_FULL_20260526_055836
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,4.00,56.46,35.02,19.019,30.664,209.289,0.000,228.308,19.019368,8.6405,15.2729,10.1480,32.8079,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,rate,8,,,,,,2.3458e-04,7.6413e-06,67.18,1.3423e-02,1.7475e-02,larochette_FULL_20260526_055836
cascaded,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.02,35.77,256.49,120.081,16.745,154.160,150.435,424.676,0.001832,0.1186,4.5989,0.4051,0.3293,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,10.439,370.048,67108864,67108864,64,,,,,,larochette_FULL_20260526_055836
cascaded,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.02,35.77,257.43,120.079,16.684,887.625,866.175,1873.879,0.001832,0.1169,0.9231,0.3992,0.0590,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
cascaded,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.02,35.77,257.25,120.068,16.696,153.412,149.705,423.184,0.001832,0.1119,0.8185,0.3819,0.0524,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,674.220,652.403,4294967296,0,0,,,,,,larochette_FULL_20260526_055836
lz4,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.04,2.51,191.66,1707.909,22.410,154.156,148.628,2010.693,0.026061,0.0009,0.4999,0.6068,0.0584,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,10.405,375.274,67108864,67108864,64,,,,,,larochette_FULL_20260526_055836
lz4,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.04,2.51,191.05,1707.990,22.481,741.084,714.505,3163.579,0.026062,0.0012,0.7799,0.7827,0.0914,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
lz4,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.04,2.51,191.13,1707.893,22.471,153.410,147.908,2009.211,0.026060,0.0020,0.7517,1.3437,0.0881,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,537.012,423.640,4294967296,0,0,,,,,,larochette_FULL_20260526_055836
snappy,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.03,26.77,108.53,160.437,39.573,154.133,149.093,463.663,0.002448,0.0738,1.4297,0.4481,0.5444,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,8.429,358.485,67108864,67108864,64,,,,,,larochette_FULL_20260526_055836
snappy,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.03,26.76,108.47,160.473,39.595,666.238,644.449,1471.161,0.002449,0.0225,0.5365,0.1348,0.1937,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
snappy,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.03,26.77,108.49,160.414,39.588,153.410,148.392,462.215,0.002448,0.0198,0.5195,0.1186,0.1874,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,674.833,652.681,4294967296,0,0,,,,,,larochette_FULL_20260526_055836
zfp,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.13,10.92,18.41,393.275,233.274,534.559,0.000,927.834,393.274820,1.5941,3.3498,59.7470,40.5594,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,acc,1e12,,,,,,4.6566e-10,1.6197e-11,180.78,2.6286e-08,1.7715e-02,larochette_FULL_20260526_055836
zfp,xlarge_TTI_4096.bin,4294967296,4096.0,65536,5.37,21.49,63.41,199.885,67.734,610.948,0.000,810.833,199.884580,3.7470,10.9222,43.6914,19.9075,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,acc,1e3,,,,,,3.5342e-04,3.7169e-05,53.56,1.9950e-02,1.7715e-02,larochette_FULL_20260526_055836
zfp,xlarge_TTI_4096.bin,4294967296,4096.0,65536,3.25,17.86,43.49,240.418,98.751,573.935,0.000,814.353,240.418068,3.1787,8.1853,48.1186,26.8540,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,acc,1e4,,,,,,2.1458e-05,2.6140e-06,76.62,1.2112e-03,1.7715e-02,larochette_FULL_20260526_055836
zfp,xlarge_TTI_4096.bin,4294967296,4096.0,65536,2.49,16.81,35.76,255.527,120.098,3694.769,0.000,3950.295,255.526724,2.1937,6.0470,32.1503,24.9581,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,acc,1e5,,,,,,2.8480e-06,3.3275e-07,94.52,1.6076e-04,1.7715e-02,larochette_FULL_20260526_055836
zfp,xlarge_TTI_4096.bin,4294967296,4096.0,65536,2.02,15.15,28.47,283.409,150.851,598.431,0.000,881.839,283.408865,2.3297,5.7047,51.1831,31.4811,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,acc,1e6,,,,,,3.3644e-07,4.1640e-08,112.58,1.8991e-05,1.7715e-02,larochette_FULL_20260526_055836
zfp,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.24,12.75,21.09,336.780,203.677,472.335,0.000,809.114,336.779606,1.0489,2.5320,27.6317,26.9207,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,acc,1e9,,,,,,4.6566e-10,4.4203e-11,172.06,2.6286e-08,1.7715e-02,larochette_FULL_20260526_055836
zfp,xlarge_TTI_4096.bin,4294967296,4096.0,65536,2.60,18.32,42.32,234.412,101.481,842.635,0.000,1077.047,234.411547,1.8879,8.0023,24.8113,28.3934,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,prec,16,,,,,,1.5154e-05,7.4423e-07,87.53,8.5544e-04,1.7715e-02,larochette_FULL_20260526_055836
zfp,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.58,13.30,23.93,322.820,179.485,571.083,0.000,893.902,322.819669,1.5280,5.4068,37.2689,37.8438,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,prec,24,,,,,,5.1909e-08,2.9184e-09,135.66,2.9302e-06,1.7715e-02,larochette_FULL_20260526_055836
zfp,xlarge_TTI_4096.bin,4294967296,4096.0,65536,7.12,24.14,82.16,177.909,52.276,960.184,0.000,1138.093,177.909161,3.4815,17.5978,28.0715,20.7701,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,prec,8,,,,,,3.8986e-03,1.4070e-04,42.00,2.2007e-01,1.7715e-02,larochette_FULL_20260526_055836
zfp,xlarge_TTI_4096.bin,4294967296,4096.0,65536,2.00,28.49,26.56,150.766,161.732,735.990,0.000,886.757,150.766462,5.7741,5.3270,28.0876,32.5692,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,rate,16,,,,,,8.9034e-07,3.0036e-08,115.41,5.0258e-05,1.7715e-02,larochette_FULL_20260526_055836
zfp,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.33,20.66,18.95,207.866,226.675,564.102,0.000,771.968,207.866350,3.0681,2.8275,29.8335,34.5848,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,rate,24,,,,,,3.6016e-09,1.1952e-10,163.42,2.0330e-07,1.7715e-02,larochette_FULL_20260526_055836
zfp,xlarge_TTI_4096.bin,4294967296,4096.0,65536,8.00,54.16,32.86,79.301,130.710,743.612,0.000,822.913,79.300910,31.4692,35.2458,76.9675,119.0637,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,rate,4,,,,,,3.1516e-03,1.0088e-04,44.89,1.7790e-01,1.7715e-02,larochette_FULL_20260526_055836
zfp,xlarge_TTI_4096.bin,4294967296,4096.0,65536,4.00,61.14,57.21,70.243,75.080,465.281,0.000,535.523,70.242742,7.8297,0.0483,15.4762,0.0635,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,rate,8,,,,,,2.1502e-04,7.2055e-06,67.81,1.2137e-02,1.7715e-02,larochette_FULL_20260526_055836
cascaded,medium_zeros_100.bin,104857600,100.0,65536,92.04,107.24,63.12,0.978,1.661,4.393,0.048,5.419,0.000611,0.5353,0.2104,0.0049,0.0056,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,13.155,16.908,67108864,67108864,2,,,,,,larochette_FULL_20260526_055836
cascaded,medium_zeros_100.bin,104857600,100.0,65536,92.04,107.15,63.06,0.979,1.663,20.191,0.219,21.389,0.000612,1.1602,0.4914,0.0111,0.0134,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
cascaded,medium_zeros_100.bin,104857600,100.0,65536,92.04,107.37,63.20,0.977,1.659,4.345,0.047,5.368,0.000610,0.4320,0.3151,0.0040,0.0084,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,30.611,46.261,104857600,0,0,,,,,,larochette_FULL_20260526_055836
lz4,medium_zeros_100.bin,104857600,100.0,65536,245.45,130.79,273.92,0.802,0.383,4.400,0.018,5.219,0.000501,1.0635,6.8175,0.0066,0.0101,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,12.846,33.021,67108864,67108864,2,,,,,,larochette_FULL_20260526_055836
lz4,medium_zeros_100.bin,104857600,100.0,65536,245.45,130.97,276.48,0.801,0.379,20.189,0.082,21.072,0.000500,1.9621,3.8961,0.0127,0.0054,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
lz4,medium_zeros_100.bin,104857600,100.0,65536,245.45,131.12,274.11,0.800,0.383,4.338,0.018,5.155,0.000500,1.3270,6.2113,0.0083,0.0089,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,26.919,18.846,104857600,0,0,,,,,,larochette_FULL_20260526_055836
snappy,medium_zeros_100.bin,104857600,100.0,65536,21.30,15.37,55.65,6.821,1.884,4.358,0.205,11.384,0.004263,0.2684,0.3779,0.1196,0.0129,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,13.452,17.991,67108864,67108864,2,,,,,,larochette_FULL_20260526_055836
snappy,medium_zeros_100.bin,104857600,100.0,65536,21.30,15.17,55.81,6.912,1.879,20.652,0.970,28.534,0.004320,0.9536,0.3002,0.6217,0.0102,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
snappy,medium_zeros_100.bin,104857600,100.0,65536,21.30,15.45,55.76,6.788,1.881,4.382,0.206,11.375,0.004242,0.2311,0.2237,0.1034,0.0076,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,32.018,63.425,104857600,0,0,,,,,,larochette_FULL_20260526_055836
cascaded,small_zeros_10.bin,10485760,10.0,65536,92.04,45.12,25.82,0.232,0.406,0.471,0.005,0.709,0.001452,0.3379,0.1297,0.0018,0.0021,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,1.994,1.610,10485760,10485760,1,,,,,,larochette_FULL_20260526_055836
cascaded,small_zeros_10.bin,10485760,10.0,65536,92.04,45.23,25.76,0.232,0.407,2.216,0.024,2.472,0.001449,0.3386,0.2630,0.0018,0.0043,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
cascaded,small_zeros_10.bin,10485760,10.0,65536,92.04,44.26,25.64,0.237,0.409,0.467,0.005,0.709,0.001481,0.5014,0.1227,0.0028,0.0020,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,1.930,1.573,10485760,0,0,,,,,,larochette_FULL_20260526_055836
lz4,small_zeros_10.bin,10485760,10.0,65536,245.45,19.84,73.84,0.528,0.142,0.392,0.002,0.922,0.003303,0.0911,0.5641,0.0024,0.0011,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,1.104,0.882,10485760,10485760,1,,,,,,larochette_FULL_20260526_055836
lz4,small_zeros_10.bin,10485760,10.0,65536,245.45,19.81,73.03,0.529,0.144,2.269,0.009,2.807,0.003308,0.1081,0.9499,0.0030,0.0019,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
lz4,small_zeros_10.bin,10485760,10.0,65536,245.45,19.80,72.35,0.530,0.145,0.465,0.002,0.996,0.003310,0.1277,3.3055,0.0035,0.0085,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,2.372,1.921,10485760,0,0,,,,,,larochette_FULL_20260526_055836
snappy,small_zeros_10.bin,10485760,10.0,65536,21.30,4.84,14.61,2.168,0.718,0.472,0.022,2.662,0.013549,0.0155,0.0424,0.0069,0.0021,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,1.991,1.581,10485760,10485760,1,,,,,,larochette_FULL_20260526_055836
snappy,small_zeros_10.bin,10485760,10.0,65536,21.30,4.84,14.60,2.167,0.718,2.344,0.110,4.621,0.013545,0.0163,0.0417,0.0073,0.0021,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
snappy,small_zeros_10.bin,10485760,10.0,65536,21.30,4.83,14.60,2.170,0.718,0.473,0.022,2.666,0.013563,0.0135,0.0529,0.0061,0.0026,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,1.984,1.684,10485760,0,0,,,,,,larochette_FULL_20260526_055836
cascaded,large_zeros_1024.bin,1073741824,1024.0,65536,92.04,116.46,67.72,9.220,15.857,38.540,0.419,48.179,0.000563,0.0624,0.1140,0.0049,0.0267,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,8.090,89.152,67108864,67108864,16,,,,,,larochette_FULL_20260526_055836
cascaded,large_zeros_1024.bin,1073741824,1024.0,65536,92.04,116.48,67.70,9.218,15.859,205.066,2.228,216.512,0.000563,0.0446,0.1265,0.0035,0.0297,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
cascaded,large_zeros_1024.bin,1073741824,1024.0,65536,92.04,116.47,67.75,9.219,15.848,38.536,0.419,48.174,0.000563,0.0679,0.0853,0.0054,0.0199,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,314.972,577.545,1073741824,0,0,,,,,,larochette_FULL_20260526_055836
lz4,large_zeros_1024.bin,1073741824,1024.0,65536,245.45,225.96,514.68,4.752,2.086,38.551,0.157,43.460,0.000290,0.6531,2.6802,0.0138,0.0109,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,9.049,89.984,67108864,67108864,16,,,,,,larochette_FULL_20260526_055836
lz4,large_zeros_1024.bin,1073741824,1024.0,65536,245.45,226.24,513.36,4.746,2.092,166.494,0.678,171.918,0.000290,0.5334,5.6752,0.0112,0.0242,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
lz4,large_zeros_1024.bin,1073741824,1024.0,65536,245.45,225.90,513.41,4.753,2.091,38.376,0.156,43.285,0.000290,0.6739,2.7477,0.0142,0.0112,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,207.184,153.666,1073741824,0,0,,,,,,larochette_FULL_20260526_055836
snappy,large_zeros_1024.bin,1073741824,1024.0,65536,21.30,19.90,74.28,53.958,14.455,38.551,1.810,94.319,0.003293,0.0453,2.6677,0.1231,0.6368,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,7.963,87.663,67108864,67108864,16,,,,,,larochette_FULL_20260526_055836
snappy,large_zeros_1024.bin,1073741824,1024.0,65536,21.30,19.90,74.93,53.969,14.330,206.334,9.688,269.991,0.003294,0.0436,0.0819,0.1183,0.0157,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
snappy,large_zeros_1024.bin,1073741824,1024.0,65536,21.30,19.89,74.90,53.985,14.337,38.361,1.801,94.147,0.003295,0.0432,0.0701,0.1172,0.0134,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,167.009,175.644,1073741824,0,0,,,,,,larochette_FULL_20260526_055836
cascaded,xlarge_zeros_4096.bin,4294967296,4096.0,65536,92.04,117.68,68.74,36.498,62.478,154.132,1.675,192.304,0.000557,0.0378,0.4854,0.0117,0.4529,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,8.402,346.088,67108864,67108864,64,,,,,,larochette_FULL_20260526_055836
cascaded,xlarge_zeros_4096.bin,4294967296,4096.0,65536,92.04,117.67,68.88,36.501,62.355,669.285,7.271,713.057,0.000557,0.0345,0.0321,0.0107,0.0291,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,baseline,,0.000,0.000,0,0,0,,,,,,larochette_FULL_20260526_055836
cascaded,xlarge_zeros_4096.bin,4294967296,4096.0,65536,92.04,117.69,68.89,36.495,62.349,153.428,1.667,191.590,0.000557,0.0346,0.0306,0.0107,0.0277,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,pinned,,677.883,654.647,4294967296,0,0,,,,,,larochette_FULL_20260526_055836
lz4,xlarge_zeros_4096.bin,4294967296,4096.0,65536,245.45,260.85,566.37,16.465,7.583,154.159,0.628,171.252,0.000251,0.4539,0.8077,0.0288,0.0108,anon-host,AMD Instinct MI210,gfx90a,MI210,30,5,20260526_055836,adaptive,,10.273,351.885,67108864,67108864,64,,,,,,larochette_FULL_20260526_055836
