Algorithm,TestFile,FileSizeBytes,FileSizeMB,ChunkSize,CompressionRatio,CompThroughputGBs,DecompThroughputGBs,CompTimeMs,DecompTimeMs,TransferH2DMs,TransferD2HMs,TotalTimeMs,AvgChunkTimeMs,CompThroughputStdDev,DecompThroughputStdDev,CompTimeStdDevMs,DecompTimeStdDevMs,NodeName,GPU,GPUArch,EnvLabel,Iterations,Warmup,Timestamp,Mode,ZfpParam,AllocMs,MemcpyH2HMs,PeakPinnedBytes,AdaptiveWindowBytes,AdaptiveNumWindows,MaxAbsDiff,RMSE,PSNR,MaxRelErr,AmplitudeRange,Campaign
snappy,medium_TTI_100.bin,104857600,100.0,65536,1.05,24.09,106.48,4.353,0.985,15.153,14.413,33.918,0.002720,0.0987,2.3195,0.0179,0.0219,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,medium_TTI_100.bin,104857600,100.0,65536,1.05,23.30,103.77,4.501,1.010,4.253,4.045,12.798,0.002813,1.8838,7.8108,0.5307,0.1021,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,23.348,9.037,104857600,0,0,,,,,,lunaris_FULL_20260525_215519
zfp,medium_TTI_100.bin,104857600,100.0,65536,1.18,10.94,13.14,9.587,7.980,12.300,0.000,21.887,9.587048,0.1770,0.1320,0.1611,0.0821,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e12,,,,,,2.7057e-10,1.8958e-11,177.88,1.8219e-08,1.4852e-02,lunaris_FULL_20260525_215519
zfp,medium_TTI_100.bin,104857600,100.0,65536,5.24,25.18,38.59,4.165,2.717,11.921,0.000,16.085,4.164716,0.1213,1.4770,0.0201,0.1091,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e3,,,,,,2.9350e-04,3.5141e-05,52.52,1.9762e-02,1.4852e-02,lunaris_FULL_20260525_215519
zfp,medium_TTI_100.bin,104857600,100.0,65536,3.26,20.48,26.87,5.120,3.903,12.025,0.000,17.145,5.120451,0.0854,0.1146,0.0215,0.0168,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e4,,,,,,1.9785e-05,2.5184e-06,75.41,1.3322e-03,1.4852e-02,lunaris_FULL_20260525_215519
zfp,medium_TTI_100.bin,104857600,100.0,65536,2.52,17.29,22.65,6.064,4.629,12.026,0.000,18.090,6.063578,0.1709,0.2158,0.0584,0.0423,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e5,,,,,,2.4706e-06,3.2536e-07,93.19,1.6635e-04,1.4852e-02,lunaris_FULL_20260525_215519
zfp,medium_TTI_100.bin,104857600,100.0,65536,2.06,15.73,20.21,6.666,5.189,12.040,0.000,18.706,6.665755,0.1059,0.0889,0.0455,0.0229,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e6,,,,,,2.8685e-07,4.0799e-08,111.22,1.9314e-05,1.4852e-02,lunaris_FULL_20260525_215519
zfp,medium_TTI_100.bin,104857600,100.0,65536,1.27,11.87,14.64,8.832,7.165,12.080,0.000,20.912,8.832358,0.3272,0.0892,0.2675,0.0437,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e9,,,,,,4.6566e-10,4.4528e-11,170.46,3.1354e-08,1.4852e-02,lunaris_FULL_20260525_215519
zfp,medium_TTI_100.bin,104857600,100.0,65536,2.71,19.59,24.90,5.352,4.211,11.483,0.000,16.835,5.352117,0.2832,0.1075,0.0748,0.0183,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,prec,16,,,,,,1.2264e-05,8.7901e-07,84.56,8.2575e-04,1.4852e-02,lunaris_FULL_20260525_215519
zfp,medium_TTI_100.bin,104857600,100.0,65536,1.64,15.32,18.70,6.846,5.607,11.356,0.000,18.202,6.846155,0.0758,0.0733,0.0344,0.0221,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,prec,24,,,,,,4.4635e-08,3.4686e-09,132.63,3.0054e-06,1.4852e-02,lunaris_FULL_20260525_215519
zfp,medium_TTI_100.bin,104857600,100.0,65536,7.31,33.78,45.21,3.104,2.319,10.933,0.000,14.038,3.104289,0.7742,0.5726,0.0796,0.0297,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,prec,8,,,,,,2.5559e-03,1.6158e-04,39.27,1.7210e-01,1.4852e-02,lunaris_FULL_20260525_215519
zfp,medium_TTI_100.bin,104857600,100.0,65536,2.00,20.77,21.66,5.049,4.842,11.579,0.000,16.628,5.048564,0.0609,0.0886,0.0148,0.0198,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,rate,16,,,,,,7.2585e-07,3.5087e-08,112.53,4.8873e-05,1.4852e-02,lunaris_FULL_20260525_215519
zfp,medium_TTI_100.bin,104857600,100.0,65536,1.33,14.57,15.72,7.197,6.672,11.485,0.000,18.682,7.196985,0.1323,0.1311,0.0677,0.0573,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,rate,24,,,,,,2.9104e-09,1.3986e-10,160.52,1.9596e-07,1.4852e-02,lunaris_FULL_20260525_215519
zfp,medium_TTI_100.bin,104857600,100.0,65536,8.00,51.67,54.77,2.029,1.914,11.723,0.000,13.752,2.029375,2.8315,1.0384,0.1278,0.0396,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,rate,4,,,,,,2.4137e-03,1.1728e-04,42.05,1.6252e-01,1.4852e-02,lunaris_FULL_20260525_215519
zfp,medium_TTI_100.bin,104857600,100.0,65536,4.00,36.70,40.61,2.857,2.582,11.188,0.000,14.045,2.856915,0.2100,0.2970,0.0165,0.0192,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,rate,8,,,,,,1.8413e-04,8.1958e-06,65.16,1.2398e-02,1.4852e-02,lunaris_FULL_20260525_215519
cascaded,small_TTI_10.bin,10485760,10.0,65536,1.61,28.29,23.89,0.371,0.439,0.566,0.351,1.287,0.002316,2.2601,1.6387,0.0346,0.0347,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,2.355,0.660,10485760,10485760,1,,,,,,lunaris_FULL_20260525_215519
cascaded,small_TTI_10.bin,10485760,10.0,65536,1.61,29.25,24.64,0.358,0.426,1.691,1.048,3.097,0.002241,0.9721,0.4407,0.0128,0.0080,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,small_TTI_10.bin,10485760,10.0,65536,1.61,28.71,24.11,0.365,0.435,0.582,0.361,1.308,0.002282,1.8179,1.3340,0.0268,0.0265,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,2.286,0.438,10485760,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,small_TTI_10.bin,10485760,10.0,65536,1.65,1.59,13.06,6.589,0.803,0.524,0.318,7.430,0.041179,0.0363,0.0338,0.1688,0.0021,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,2.330,0.568,10485760,10485760,1,,,,,,lunaris_FULL_20260525_215519
lz4,small_TTI_10.bin,10485760,10.0,65536,1.65,1.60,13.05,6.556,0.803,1.646,0.998,9.200,0.040976,0.0057,0.0346,0.0234,0.0021,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,small_TTI_10.bin,10485760,10.0,65536,1.65,1.59,13.06,6.585,0.803,0.602,0.365,7.553,0.041159,0.0329,0.0314,0.1504,0.0019,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,2.099,0.435,10485760,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,small_TTI_10.bin,10485760,10.0,65536,1.60,9.37,23.19,1.119,0.452,0.575,0.359,2.053,0.006993,0.5176,1.1307,0.0702,0.0247,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,2.212,0.399,10485760,10485760,1,,,,,,lunaris_FULL_20260525_215519
snappy,small_TTI_10.bin,10485760,10.0,65536,1.60,9.56,23.50,1.096,0.446,1.735,1.084,3.915,0.006853,0.1695,0.5706,0.0203,0.0117,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,small_TTI_10.bin,10485760,10.0,65536,1.60,9.27,22.95,1.131,0.457,0.552,0.345,2.028,0.007072,0.6629,1.5914,0.0991,0.0393,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,2.284,0.581,10485760,0,0,,,,,,lunaris_FULL_20260525_215519
zfp,small_TTI_10.bin,10485760,10.0,65536,1.90,6.54,9.31,1.603,1.127,2.434,0.000,4.036,1.602619,0.5201,0.7437,0.1478,0.1052,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e12,,,,,,2.9104e-10,1.0251e-11,182.93,2.0263e-08,1.4363e-02,lunaris_FULL_20260525_215519
zfp,small_TTI_10.bin,10485760,10.0,65536,8.56,9.76,21.56,1.075,0.486,2.428,0.000,3.502,1.074503,0.9704,1.8561,0.1296,0.0489,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e3,,,,,,2.8086e-04,2.8241e-05,54.13,1.9554e-02,1.4363e-02,lunaris_FULL_20260525_215519
zfp,small_TTI_10.bin,10485760,10.0,65536,5.48,7.38,14.13,1.421,0.742,2.443,0.000,3.863,1.420737,0.6163,1.1567,0.1360,0.0705,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e4,,,,,,1.6898e-05,1.9424e-06,77.38,1.1765e-03,1.4363e-02,lunaris_FULL_20260525_215519
zfp,small_TTI_10.bin,10485760,10.0,65536,4.28,7.45,11.66,1.408,0.900,2.390,0.000,3.799,1.408188,0.6579,0.9347,0.1465,0.0859,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e5,,,,,,2.2054e-06,2.4567e-07,95.34,1.5354e-04,1.4363e-02,lunaris_FULL_20260525_215519
zfp,small_TTI_10.bin,10485760,10.0,65536,3.50,7.30,11.01,1.436,0.952,2.470,0.000,3.906,1.436134,0.6315,0.9736,0.1455,0.1005,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e6,,,,,,2.4907e-07,3.0970e-08,113.33,1.7341e-05,1.4363e-02,lunaris_FULL_20260525_215519
zfp,small_TTI_10.bin,10485760,10.0,65536,2.15,6.75,9.90,1.554,1.059,2.424,0.000,3.978,1.554374,0.5225,0.7930,0.1390,0.1017,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e9,,,,,,4.6566e-10,3.2975e-11,172.78,3.2420e-08,1.4363e-02,lunaris_FULL_20260525_215519
zfp,small_TTI_10.bin,10485760,10.0,65536,3.94,7.51,11.25,1.397,0.932,2.411,0.000,3.808,1.396647,0.6705,0.9264,0.1462,0.0896,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,prec,16,,,,,,1.1240e-05,4.9202e-07,89.31,7.8257e-04,1.4363e-02,lunaris_FULL_20260525_215519
zfp,small_TTI_10.bin,10485760,10.0,65536,2.44,6.85,10.00,1.531,1.048,2.407,0.000,3.938,1.531246,0.5861,0.8430,0.1502,0.1040,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,prec,24,,,,,,4.2492e-08,1.9228e-09,137.47,2.9584e-06,1.4363e-02,lunaris_FULL_20260525_215519
zfp,small_TTI_10.bin,10485760,10.0,65536,9.99,9.72,21.52,1.079,0.487,2.387,0.000,3.466,1.079311,1.0234,2.4306,0.1293,0.0637,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,prec,8,,,,,,2.2678e-03,1.0360e-04,42.84,1.5789e-01,1.4363e-02,lunaris_FULL_20260525_215519
zfp,small_TTI_10.bin,10485760,10.0,65536,2.00,7.91,9.74,1.326,1.077,2.435,0.000,3.761,1.326136,0.7030,0.8067,0.1366,0.1028,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,rate,16,,,,,,6.4471e-07,2.6130e-08,114.80,4.4886e-05,1.4363e-02,lunaris_FULL_20260525_215519
zfp,small_TTI_10.bin,10485760,10.0,65536,1.33,6.68,7.95,1.570,1.319,2.416,0.000,3.986,1.570492,0.5641,0.6817,0.1424,0.1243,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,rate,24,,,,,,1.9718e-09,1.0359e-10,162.84,1.3728e-07,1.4363e-02,lunaris_FULL_20260525_215519
zfp,small_TTI_10.bin,10485760,10.0,65536,8.00,10.96,14.72,0.957,0.712,2.393,0.000,3.350,0.956893,1.2999,1.7137,0.1205,0.0888,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,rate,4,,,,,,1.9736e-03,9.0104e-05,44.05,1.3741e-01,1.4363e-02,lunaris_FULL_20260525_215519
zfp,small_TTI_10.bin,10485760,10.0,65536,4.00,8.87,11.33,1.182,0.925,2.395,0.000,3.577,1.182422,0.9358,1.1711,0.1424,0.1089,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,rate,8,,,,,,1.4276e-04,6.6709e-06,66.66,9.9394e-03,1.4363e-02,lunaris_FULL_20260525_215519
cascaded,large_TTI_1024.bin,1073741824,1024.0,65536,1.02,61.47,176.71,17.469,6.076,39.739,38.890,96.098,0.001066,0.2541,0.2674,0.0725,0.0092,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.167,62.365,67108864,67108864,16,,,,,,lunaris_FULL_20260525_215519
cascaded,large_TTI_1024.bin,1073741824,1024.0,65536,1.02,61.45,176.86,17.473,6.071,154.328,151.030,322.830,0.001066,0.3099,0.3513,0.0885,0.0120,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,large_TTI_1024.bin,1073741824,1024.0,65536,1.02,61.54,176.66,17.447,6.078,39.384,38.542,95.374,0.001065,0.2781,0.3532,0.0790,0.0121,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,246.475,94.572,1073741824,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,large_TTI_1024.bin,1073741824,1024.0,65536,1.03,7.44,144.21,144.405,7.446,39.575,38.259,222.239,0.008814,0.0413,7.5445,0.7914,0.4119,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.334,62.639,67108864,67108864,16,,,,,,lunaris_FULL_20260525_215519
lz4,large_TTI_1024.bin,1073741824,1024.0,65536,1.03,7.45,138.29,144.116,7.764,154.817,149.667,448.600,0.008796,0.0338,9.0423,0.6530,0.4866,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,large_TTI_1024.bin,1073741824,1024.0,65536,1.03,7.45,136.94,144.133,7.841,40.090,38.757,222.980,0.008797,0.0360,7.5787,0.6902,0.4174,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,237.160,96.079,1073741824,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,large_TTI_1024.bin,1073741824,1024.0,65536,1.03,26.45,70.49,40.590,15.233,39.966,38.761,119.318,0.002477,0.0473,0.4665,0.0728,0.1002,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.170,62.699,67108864,67108864,16,,,,,,lunaris_FULL_20260525_215519
snappy,large_TTI_1024.bin,1073741824,1024.0,65536,1.03,26.45,70.34,40.596,15.265,155.297,150.614,346.507,0.002478,0.0527,0.5342,0.0809,0.1148,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,large_TTI_1024.bin,1073741824,1024.0,65536,1.03,26.48,70.36,40.556,15.261,39.407,38.219,118.182,0.002475,0.0499,0.4209,0.0765,0.0907,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,237.396,84.946,1073741824,0,0,,,,,,lunaris_FULL_20260525_215519
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,1.15,11.21,16.71,95.749,64.243,80.451,0.000,176.200,95.748985,0.0460,0.0556,0.3912,0.2148,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e12,,,,,,2.9104e-10,1.7852e-11,179.81,1.6655e-08,1.7475e-02,lunaris_FULL_20260525_215519
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,5.34,21.28,59.31,50.459,18.103,82.995,0.000,133.454,50.458712,0.3938,0.8470,0.9710,0.2660,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e3,,,,,,3.5624e-04,3.6491e-05,53.60,2.0386e-02,1.7475e-02,lunaris_FULL_20260525_215519
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,3.26,19.68,39.99,54.551,26.854,82.464,0.000,137.015,54.551196,0.4320,0.3333,1.2819,0.2284,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e4,,,,,,1.9809e-05,2.5830e-06,76.61,1.1336e-03,1.7475e-02,lunaris_FULL_20260525_215519
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,2.50,17.39,33.77,61.753,31.798,77.747,0.000,139.500,61.752730,0.3539,0.2437,1.3130,0.2324,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e5,,,,,,2.4941e-06,3.3025e-07,94.47,1.4272e-04,1.7475e-02,lunaris_FULL_20260525_215519
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,2.03,15.29,26.70,70.206,40.222,77.671,0.000,147.877,70.206379,0.0723,0.0727,0.3302,0.1104,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e6,,,,,,3.0037e-07,4.1363e-08,112.52,1.7188e-05,1.7475e-02,lunaris_FULL_20260525_215519
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,1.25,11.32,17.05,94.813,62.980,78.381,0.000,173.194,94.812869,0.0423,0.0221,0.3495,0.0817,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e9,,,,,,4.6566e-10,4.4564e-11,171.87,2.6647e-08,1.7475e-02,lunaris_FULL_20260525_215519
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,2.66,17.67,32.33,60.761,33.213,84.910,0.000,145.671,60.761276,0.3064,0.2757,1.1038,0.2899,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,prec,16,,,,,,1.2473e-05,8.2070e-07,86.56,7.1378e-04,1.7475e-02,lunaris_FULL_20260525_215519
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,1.60,13.60,21.41,78.941,50.147,80.374,0.000,159.314,78.940641,0.0721,0.0912,0.4240,0.2158,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,prec,24,,,,,,4.4471e-08,3.2266e-09,134.67,2.5448e-06,1.7475e-02,lunaris_FULL_20260525_215519
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,7.30,27.33,63.79,39.286,16.833,80.504,0.000,119.790,39.285851,0.4163,0.2212,0.6454,0.0586,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,prec,8,,,,,,3.6545e-03,1.5359e-04,41.12,2.0913e-01,1.7475e-02,lunaris_FULL_20260525_215519
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,2.00,26.48,24.95,40.553,43.039,78.640,0.000,119.193,40.553321,0.2822,0.0899,0.4463,0.1564,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,rate,16,,,,,,9.4068e-07,3.2154e-08,114.70,5.3830e-05,1.7475e-02,lunaris_FULL_20260525_215519
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,1.33,16.71,16.16,64.250,66.450,86.043,0.000,150.293,64.250107,0.0537,0.0606,0.2075,0.2518,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,rate,24,,,,,,3.6822e-09,1.2807e-10,162.70,2.1071e-07,1.7475e-02,lunaris_FULL_20260525_215519
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,8.00,83.42,87.27,12.871,12.304,85.191,0.000,98.062,12.871409,1.1467,0.1792,0.1819,0.0253,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,rate,4,,,,,,3.3526e-03,1.0785e-04,44.19,1.9185e-01,1.7475e-02,lunaris_FULL_20260525_215519
zfp,large_TTI_1024.bin,1073741824,1024.0,65536,4.00,45.46,45.10,23.617,23.805,85.149,0.000,108.766,23.617227,0.6797,0.0495,0.3599,0.0261,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,rate,8,,,,,,2.3458e-04,7.6413e-06,67.18,1.3423e-02,1.7475e-02,lunaris_FULL_20260525_215519
cascaded,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.02,60.42,220.32,71.088,19.494,154.876,151.133,377.097,0.001085,0.1395,0.9845,0.1639,0.0872,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.432,241.489,67108864,67108864,64,,,,,,lunaris_FULL_20260525_215519
cascaded,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.02,60.09,219.99,71.473,19.523,641.787,626.278,1339.539,0.001091,0.1334,0.6372,0.1590,0.0565,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
cascaded,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.02,60.28,220.17,71.254,19.507,426.080,415.783,913.117,0.001087,0.1641,0.7724,0.1941,0.0684,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,951.638,382.085,4294967296,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.04,7.32,191.93,586.564,22.378,157.186,151.549,895.298,0.008950,0.0111,0.4634,0.8862,0.0540,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.079,247.678,67108864,67108864,64,,,,,,lunaris_FULL_20260525_215519
lz4,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.04,7.33,192.45,585.551,22.317,643.148,620.083,1848.782,0.008935,0.0100,0.6093,0.7970,0.0705,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
lz4,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.04,7.33,192.38,586.204,22.325,426.127,410.845,1423.176,0.008945,0.0141,0.5907,1.1315,0.0686,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,952.456,380.938,4294967296,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.03,26.87,100.27,159.857,42.835,154.677,149.618,464.152,0.002439,0.0241,0.3114,0.1435,0.1332,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,adaptive,,15.295,247.669,67108864,67108864,64,,,,,,lunaris_FULL_20260525_215519
snappy,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.03,26.89,100.12,159.724,42.899,641.258,620.286,1421.267,0.002437,0.0191,0.2967,0.1134,0.1270,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,baseline,,0.000,0.000,0,0,0,,,,,,lunaris_FULL_20260525_215519
snappy,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.03,26.89,100.27,159.711,42.836,160.027,154.793,474.531,0.002437,0.0233,0.3155,0.1387,0.1348,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,pinned,,912.723,381.315,4294967296,0,0,,,,,,lunaris_FULL_20260525_215519
zfp,xlarge_TTI_4096.bin,4294967296,4096.0,65536,1.13,11.40,17.22,376.841,249.401,299.139,0.000,675.981,376.841488,0.0853,0.0439,2.8560,0.6377,anon-host,AMD Radeon RX 7900 XT,gfx1100,RX7900XT,30,5,20260525_215519,acc,1e12,,,,,,4.6566e-10,1.6197e-11,180.78,2.6286e-08,1.7715e-02,lunaris_FULL_20260525_215519
