Algorithm,TestFile,FileSizeBytes,FileSizeMB,ChunkSize,CompressionRatio,CompThroughputGBs,DecompThroughputGBs,CompTimeMs,DecompTimeMs,TransferH2DMs,TransferD2HMs,TotalTimeMs,AvgChunkTimeMs,CompThroughputStdDev,DecompThroughputStdDev,CompTimeStdDevMs,DecompTimeStdDevMs,NodeName,GPU,GPUArch,EnvLabel,Iterations,Warmup,Timestamp
cascaded,large_zeros_1024.bin,1073741824,1024.00,65536,92.04,177.37,40.44,6.054,26.551,154.243,1.676,161.973,0.000369,0.1561,0.1958,0.0053,0.1293,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260311_151030
cascaded,medium_TTI_100.bin,104857600,100.00,65536,1.04,56.14,190.03,1.868,0.552,15.066,14.454,31.388,0.001167,0.6848,1.4848,0.0231,0.0043,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260311_151030
cascaded,medium_binary_100.bin,104857600,100.00,65536,3.04,70.75,166.33,1.482,0.630,15.070,4.955,21.507,0.000926,0.7869,4.1573,0.0167,0.0161,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260311_151030
cascaded,medium_random_100.bin,104857600,100.00,65536,1.00,53.17,329.22,1.972,0.319,15.081,15.083,32.137,0.001233,0.8774,2.3331,0.0333,0.0023,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260311_151030
cascaded,medium_zeros_100.bin,104857600,100.00,65536,92.04,150.13,50.34,0.698,2.083,15.069,0.164,15.931,0.000437,0.9571,1.9681,0.0045,0.0838,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260311_151030
cascaded,small_TTI_10.bin,10485760,10.00,65536,1.61,29.40,24.93,0.357,0.421,1.662,1.030,3.048,0.002229,0.9370,0.2795,0.0122,0.0047,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260311_151030
cascaded,small_binary_10.bin,10485760,10.00,65536,3.04,28.87,63.38,0.363,0.165,1.982,0.652,2.997,0.002270,1.0525,0.5448,0.0144,0.0014,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260311_151030
cascaded,small_random_10.bin,10485760,10.00,65536,1.00,27.77,191.00,0.378,0.055,2.055,2.056,4.488,0.002360,0.8658,2.2673,0.0126,0.0007,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260311_151030
cascaded,small_zeros_10.bin,10485760,10.00,65536,92.04,78.76,24.97,0.133,0.420,1.946,0.021,2.100,0.000832,2.4151,0.3478,0.0044,0.0058,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260311_151030
cascaded,xlarge_TTI_4096.bin,3956277248,3773.00,65536,1.03,59.26,214.84,66.759,18.415,583.351,568.780,1218.889,0.001106,0.1902,1.0898,0.2150,0.0934,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260311_151030
cascaded,xlarge_binary_4096.bin,4294967296,4096.00,65536,3.04,79.35,128.23,54.127,33.495,639.879,210.443,904.449,0.000826,0.2904,0.5606,0.1992,0.1466,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260311_151030
cascaded,xlarge_random_4096.bin,4294967296,4096.00,65536,1.00,56.62,276.55,75.853,15.530,640.285,640.363,1356.501,0.001157,0.1389,0.9455,0.1863,0.0533,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260311_151030
cascaded,xlarge_zeros_4096.bin,4294967296,4096.00,65536,92.04,174.79,55.11,24.572,77.935,638.786,6.940,670.298,0.000375,0.6058,0.1321,0.0853,0.1866,lunaris,Navi 31 [Radeon RX 7900 XT/7900 XTX/7900M],gfx1100,RX7900XT,10,2,20260311_151030
