"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
12,12,"Agent 2",2,74164,74164,204800,24,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<2, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,17408,0,76,4,112,"MemUnitStalled",0.00000000e+00,4810595826125,4810595828972
12,12,"Agent 2",2,74164,74164,204800,24,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<2, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,17408,0,76,4,112,"SQ_BUSY_CYCLES",132294.000000,4810595826125,4810595828972
12,12,"Agent 2",2,74164,74164,204800,24,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<2, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,17408,0,76,4,112,"SQ_WAVES",3200.000000,4810595826125,4810595828972
12,12,"Agent 2",2,74164,74164,204800,24,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<2, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,17408,0,76,4,112,"VALUUtilization",100.000000,4810595826125,4810595828972
13,13,"Agent 2",2,74164,74164,204800,17,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<4, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,13312,0,76,4,112,"GRBM_GUI_ACTIVE",5951903.000000,4810595934729,4810596281707
13,13,"Agent 2",2,74164,74164,204800,17,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<4, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,13312,0,76,4,112,"OccupancyPercent",6.362006,4810595934729,4810596281707
13,13,"Agent 2",2,74164,74164,204800,17,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<4, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,13312,0,76,4,112,"MemUnitStalled",5.14122230e-02,4810595934729,4810596281707
13,13,"Agent 2",2,74164,74164,204800,17,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<4, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,13312,0,76,4,112,"SQ_BUSY_CYCLES",21938453.000000,4810595934729,4810596281707
13,13,"Agent 2",2,74164,74164,204800,17,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<4, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,13312,0,76,4,112,"SQ_WAVES",3200.000000,4810595934729,4810596281707
13,13,"Agent 2",2,74164,74164,204800,17,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<4, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,13312,0,76,4,112,"VALUUtilization",75.474811,4810595934729,4810596281707
